"Refpt","Mean","Median","Min","10%ile","90%ile","Max"
"depletion",0.467008635642102,0.467700775517767,0.356404751637261,0.416311631994519,0.518909099770383,0.590364651727158
"ffmsy",0.5123339769776,0.504967808852009,0.26255598129513,0.413247902066175,0.615873911363992,0.78343990760349
"sbsbmsy",2.31482640822458,2.27612743398525,0.928705864465149,1.72844936760081,2.95326367813468,3.58864784095425
